n,addr,raw_sample,scaled_sample,sd_out
2023,23,8391,6293,1
2024,24,8758,6568,1
2025,25,9125,6843,0
2026,26,9489,7116,0
2027,27,9851,7388,1
2028,28,10211,7658,1
2029,29,10570,7927,1
2030,30,10926,8194,0
2031,31,11280,8460,0
2032,32,11632,8724,1
2033,33,11981,8985,1
2034,34,12328,9246,1
2035,35,12672,9504,0
2036,36,13014,9760,0
2037,37,13353,10014,1
2038,38,13690,10267,1
2039,39,14024,10518,1
2040,40,14355,10766,1
2041,41,14683,11012,0
2042,43,15009,11256,0
2043,44,15650,11737,1
2044,45,15966,11974,1
2045,46,16279,12209,1
2046,47,16589,12441,1
2047,48,16896,12672,0
2048,49,17199,12899,0
2049,50,17499,13124,1
2050,51,17795,13346,1
2051,52,18088,13566,1
2052,53,18378,13783,1
2053,54,18664,13998,1
2054,55,18946,14209,0
2055,56,19225,14418,0
2056,57,19499,14624,1
2057,58,19771,14828,1
2058,59,20038,15028,1
2059,60,20301,15225,1
2060,61,20561,15420,1
2061,62,20817,15612,0
2062,63,21068,15801,0
2063,64,21316,15987,1
2064,65,21560,16170,1
2065,66,21799,16349,1
2066,67,22035,16526,1
2067,68,22266,16699,1
2068,69,22493,16869,1
2069,70,22716,17037,0
2070,71,22935,17201,0
2071,72,23150,17362,1
2072,73,23360,17520,1
2073,74,23566,17674,1
2074,75,23768,17826,1
2075,76,23965,17973,1
2076,77,24158,18118,1
2077,78,24347,18260,1
2078,79,24531,18398,0
2079,80,24710,18532,0
2080,81,24886,18664,1
2081,82,25057,18792,1
2082,83,25223,18917,1
2083,84,25385,19038,1
2084,86,25543,19157,1
2085,87,25844,19383,1
2086,88,25988,19491,1
2087,89,26127,19595,0
2088,90,26262,19696,0
2089,91,26393,19794,1
2090,92,26519,19889,1
2091,93,26640,19980,1
2092,94,26757,20067,1
2093,95,26870,20152,1
2094,96,26978,20233,1
2095,97,27081,20310,1
2096,98,27180,20385,1
2097,99,27275,20456,0
2098,100,27365,20523,0
2099,101,27451,20588,1
2100,102,27532,20649,1
2101,103,27609,20706,1
2102,104,27681,20760,1
2103,105,27749,20811,1
2104,106,27813,20859,1
2105,107,27872,20904,1
2106,108,27927,20945,1
2107,109,27978,20983,1
2108,110,28024,21018,0
2109,111,28067,21050,0
2110,112,28105,21078,1
2111,113,28138,21103,1
2112,114,28168,21126,1
2113,115,28193,21144,1
2114,116,28215,21161,1
2115,117,28232,21174,1
2116,118,28245,21183,1
2117,119,28255,21191,1
2118,120,28260,21195,1
2119,121,28261,21195,0
2120,122,28259,21194,0
2121,123,28252,21189,1
2122,124,28242,21181,1
2123,125,28228,21171,1
2124,126,28211,21158,1
2125,127,28189,21141,1
2126,129,28164,21123,1
2127,130,28104,21078,1
2128,131,28068,21051,1
2129,132,28029,21021,1
2130,133,27987,20990,0
2131,134,27941,20955,0
2132,135,27892,20919,1
2133,136,27840,20880,1
2134,137,27785,20838,1
2135,138,27726,20794,1
2136,139,27665,20748,1
2137,140,27600,20700,1
2138,141,27533,20649,1
2139,142,27463,20597,1
2140,143,27390,20542,1
2141,144,27315,20486,0
2142,145,27237,20427,0
2143,146,27156,20367,1
2144,147,27073,20304,1
2145,148,26987,20240,1
2146,149,26900,20175,1
2147,150,26810,20107,1
2148,151,26717,20037,1
2149,152,26623,19967,1
2150,153,26527,19895,1
2151,154,26429,19821,1
2152,155,26330,19747,0
2153,156,26229,19671,0
2154,157,26126,19594,1
2155,158,26022,19516,1
2156,159,25917,19437,1
2157,160,25810,19357,1
2158,161,25703,19277,1
2159,162,25595,19196,1
2160,163,25486,19114,1
2161,164,25376,19032,1
2162,165,25267,18950,0
2163,166,25156,18867,0
2164,167,25046,18784,1
2165,168,24936,18702,1
2166,169,24826,18619,1
2167,171,24717,18537,1
2168,172,24501,18375,1
2169,173,24394,18295,1
2170,174,24289,18216,1
2171,175,24185,18138,0
2172,176,24084,18063,0
2173,177,23984,17988,1
2174,178,23886,17914,1
2175,179,23791,17843,1
2176,180,23699,17774,1
2177,181,23610,17707,1
2178,182,23525,17643,1
2179,183,23443,17582,1
2180,184,23365,17523,0
2181,185,23292,17469,0
2182,186,23223,17417,1
2183,187,23159,17369,1
2184,188,23100,17325,1
2185,189,23047,17285,1
2186,190,22999,17249,1
2187,191,22958,17218,1
2188,192,22924,17193,0
2189,193,22896,17172,0
2190,194,22875,17156,1
2191,195,22862,17146,1
2192,196,22856,17142,1
2193,197,22859,17144,1
2194,198,22870,17152,1
2195,199,22889,17166,1
2196,200,22918,17188,1
2197,201,22955,17216,0
2198,202,23002,17251,0
2199,203,23058,17293,1
2200,204,23124,17343,1
2201,205,23199,17399,1
2202,206,23285,17463,1
2203,207,23381,17535,1
2204,208,23486,17614,1
2205,209,23602,17701,0
2206,210,23728,17796,0
2207,211,23864,17898,1
2208,212,24010,18007,1
2209,214,24166,18124,1
2210,215,24508,18381,1
2211,216,24692,18519,1
2212,217,24886,18664,1
2213,218,25089,18816,1
2214,219,25300,18975,0
2215,220,25519,19139,0
2216,221,25745,19308,1
2217,222,25978,19483,1
2218,223,26218,19663,1
2219,224,26464,19848,1
2220,225,26715,20036,1
2221,226,26971,20228,1
2222,227,27230,20422,1
2223,228,27493,20619,1
2224,229,27758,20818,0
2225,230,28024,21018,0
2226,231,28292,21219,1
2227,232,28559,21419,1
2228,233,28826,21619,1
2229,234,29090,21817,1
2230,235,29352,22014,1
2231,236,29611,22208,1
2232,237,29865,22398,1
2233,238,30113,22584,1
2234,239,30355,22766,1
2235,240,30590,22942,1
2236,241,30817,23112,0
2237,242,31035,23276,0
2238,243,31243,23432,1
2239,244,31441,23580,1
2240,245,31628,23721,1
2241,246,31802,23851,1
2242,247,31964,23973,1
2243,248,32112,24084,1
2244,249,32247,24185,1
2245,250,32367,24275,1
2246,251,32471,24353,1
2247,252,32561,24420,1
2248,253,32635,24476,1
2249,254,32692,24519,1
2250,255,32734,24550,0
2251,257,32759,24569,0
2252,258,32759,24569,1
2253,259,32734,24550,1
2254,260,32692,24519,1
2255,261,32635,24476,1
2256,262,32561,24420,1
2257,263,32471,24353,1
2258,264,32367,24275,1
2259,265,32247,24185,1
2260,266,32112,24084,1
2261,267,31964,23973,1
2262,268,31802,23851,1
2263,269,31628,23721,1
2264,270,31441,23580,1
2265,271,31243,23432,1
2266,272,31035,23276,0
2267,273,30817,23112,0
2268,274,30590,22942,1
2269,275,30355,22766,1
2270,276,30113,22584,1
2271,277,29865,22398,1
2272,278,29611,22208,1
2273,279,29352,22014,1
2274,280,29090,21817,1
2275,281,28826,21619,1
2276,282,28559,21419,1
2277,283,28292,21219,1
2278,284,28024,21018,1
2279,285,27758,20818,0
2280,286,27493,20619,0
2281,287,27230,20422,1
2282,288,26971,20228,1
2283,289,26715,20036,1
2284,290,26464,19848,1
2285,291,26218,19663,1
2286,292,25978,19483,1
2287,293,25745,19308,1
2288,294,25519,19139,1
2289,295,25300,18975,0
2290,296,25089,18816,0
2291,297,24886,18664,1
2292,299,24692,18519,1
2293,300,24332,18249,1
2294,301,24166,18124,1
2295,302,24010,18007,1
2296,303,23864,17898,1
2297,304,23728,17796,1
2298,305,23602,17701,0
2299,306,23486,17614,0
2300,307,23381,17535,1
2301,308,23285,17463,1
2302,309,23199,17399,1
2303,310,23124,17343,1
2304,311,23058,17293,1
2305,312,23002,17251,1
2306,313,22955,17216,1
2307,314,22918,17188,0
2308,315,22889,17166,0
2309,316,22870,17152,1
2310,317,22859,17144,1
2311,318,22856,17142,1
2312,319,22862,17146,1
2313,320,22875,17156,1
2314,321,22896,17172,1
2315,322,22924,17193,0
2316,323,22958,17218,0
2317,324,22999,17249,1
2318,325,23047,17285,1
2319,326,23100,17325,1
2320,327,23159,17369,1
2321,328,23223,17417,1
2322,329,23292,17469,1
2323,330,23365,17523,1
2324,331,23443,17582,0
2325,332,23525,17643,0
2326,333,23610,17707,1
2327,334,23699,17774,1
2328,335,23791,17843,1
2329,336,23886,17914,1
2330,337,23984,17988,1
2331,338,24084,18063,1
2332,339,24185,18138,1
2333,340,24289,18216,0
2334,342,24394,18295,0
2335,343,24609,18456,1
2336,344,24717,18537,1
2337,345,24826,18619,1
2338,346,24936,18702,1
2339,347,25046,18784,1
2340,348,25156,18867,1
2341,349,25267,18950,1
2342,350,25376,19032,0
2343,351,25486,19114,0
2344,352,25595,19196,1
2345,353,25703,19277,1
2346,354,25810,19357,1
2347,355,25917,19437,1
2348,356,26022,19516,1
2349,357,26126,19594,1
2350,358,26229,19671,1
2351,359,26330,19747,0
2352,360,26429,19821,0
2353,361,26527,19895,1
2354,362,26623,19967,1
2355,363,26717,20037,1
2356,364,26810,20107,1
2357,365,26900,20175,1
2358,366,26987,20240,1
2359,367,27073,20304,1
2360,368,27156,20367,1
2361,369,27237,20427,1
2362,370,27315,20486,0
2363,371,27390,20542,0
2364,372,27463,20597,1
2365,373,27533,20649,1
2366,374,27600,20700,1
2367,375,27665,20748,1
2368,376,27726,20794,1
2369,377,27785,20838,1
2370,378,27840,20880,1
2371,379,27892,20919,1
2372,380,27941,20955,0
2373,381,27987,20990,0
2374,382,28029,21021,1
2375,383,28068,21051,1
2376,385,28104,21078,1
2377,386,28164,21123,1
2378,387,28189,21141,1
2379,388,28211,21158,1
2380,389,28228,21171,1
2381,390,28242,21181,1
2382,391,28252,21189,1
2383,392,28259,21194,1
2384,393,28261,21195,0
2385,394,28260,21195,0
2386,395,28255,21191,1
2387,396,28245,21183,1
2388,397,28232,21174,1
2389,398,28215,21161,1
2390,399,28193,21144,1
2391,400,28168,21126,1
2392,401,28138,21103,1
2393,402,28105,21078,1
2394,403,28067,21050,1
2395,404,28024,21018,0
2396,405,27978,20983,0
2397,406,27927,20945,1
2398,407,27872,20904,1
2399,408,27813,20859,1
2400,409,27749,20811,1
2401,410,27681,20760,1
2402,411,27609,20706,1
2403,412,27532,20649,1
2404,413,27451,20588,1
2405,414,27365,20523,1
2406,415,27275,20456,0
2407,416,27180,20385,0
2408,417,27081,20310,1
2409,418,26978,20233,1
2410,419,26870,20152,1
2411,420,26757,20067,1
2412,421,26640,19980,1
2413,422,26519,19889,1
2414,423,26393,19794,1
2415,424,26262,19696,1
2416,425,26127,19595,0
2417,427,25988,19491,0
2418,428,25696,19272,1
2419,429,25543,19157,1
2420,430,25385,19038,1
2421,431,25223,18917,1
2422,432,25057,18792,1
2423,433,24886,18664,1
2424,434,24710,18532,1
2425,435,24531,18398,1
2426,436,24347,18260,0
2427,437,24158,18118,0
2428,438,23965,17973,1
2429,439,23768,17826,1
2430,440,23566,17674,1
2431,441,23360,17520,1
2432,442,23150,17362,1
2433,443,22935,17201,1
2434,444,22716,17037,1
2435,445,22493,16869,0
2436,446,22266,16699,0
2437,447,22035,16526,1
2438,448,21799,16349,1
2439,449,21560,16170,1
2440,450,21316,15987,1
2441,451,21068,15801,1
2442,452,20817,15612,1
2443,453,20561,15420,0
2444,454,20301,15225,0
2445,455,20038,15028,1
2446,456,19771,14828,1
2447,457,19499,14624,1
2448,458,19225,14418,1
2449,459,18946,14209,1
2450,460,18664,13998,0
2451,461,18378,13783,0
2452,462,18088,13566,1
2453,463,17795,13346,1
2454,464,17499,13124,1
2455,465,17199,12899,1
2456,466,16896,12672,1
2457,467,16589,12441,0
2458,468,16279,12209,0
2459,470,15966,11974,1
2460,471,15331,11498,1
2461,472,15009,11256,1
2462,473,14683,11012,1
2463,474,14355,10766,1
2464,475,14024,10518,0
2465,476,13690,10267,0
2466,477,13353,10014,0
2467,478,13014,9760,1
2468,479,12672,9504,1
2469,480,12328,9246,1
2470,481,11981,8985,1
2471,482,11632,8724,1
2472,483,11280,8460,0
2473,484,10926,8194,0
2474,485,10570,7927,1
2475,486,10211,7658,1
2476,487,9851,7388,1
2477,488,9489,7116,1
2478,489,9125,6843,0
2479,490,8758,6568,0
2480,491,8391,6293,0
2481,492,8021,6015,1
2482,493,7650,5737,1
2483,494,7277,5457,1
2484,495,6903,5177,1
2485,496,6527,4895,0
2486,497,6150,4612,0
2487,498,5772,4329,0
2488,499,5392,4044,1
2489,500,5012,3759,1
2490,501,4630,3472,1
2491,502,4248,3186,1
2492,503,3864,2898,0
2493,504,3480,2610,0
2494,505,3095,2321,0
2495,506,2710,2032,1
2496,507,2324,1743,1
2497,508,1937,1452,1
2498,509,1550,1162,0
2499,510,1163,872,0
2500,511,775,581,1
2501,513,388,291,1
2502,514,-388,32767,1
2503,515,-775,32767,0
2504,516,-1163,32767,0
2505,517,-1550,32767,1
2506,518,-1937,32767,1
2507,519,-2324,32767,1
2508,520,-2710,32767,1
2509,521,-3095,32767,1
2510,522,-3480,32767,1
2511,523,-3864,32767,1
2512,524,-4248,32767,1
2513,525,-4630,32767,1
2514,526,-5012,32767,1
2515,527,-5392,32767,1
2516,528,-5772,32767,1
2517,529,-6150,32767,1
2518,530,-6527,32767,1
2519,531,-6903,32767,1
2520,532,-7277,32767,1
2521,533,-7650,32767,1
2522,534,-8021,32767,1
2523,535,-8391,32767,1
2524,536,-8758,32767,1
2525,537,-9125,32767,1
2526,538,-9489,32767,1
2527,539,-9851,32767,1
2528,540,-10211,32767,1
2529,541,-10570,32767,1
2530,542,-10926,32767,1
2531,543,-11280,32767,1
2532,544,-11632,32767,1
2533,545,-11981,32767,1
2534,546,-12328,32767,1
2535,547,-12672,32767,1
2536,548,-13014,32767,1
2537,549,-13353,32767,1
2538,550,-13690,32767,1
2539,551,-14024,32767,1
2540,552,-14355,32767,1
2541,553,-14683,32767,1
2542,555,-15009,32767,1
2543,556,-15650,32767,1
2544,557,-15966,32767,1
2545,558,-16279,32767,1
2546,559,-16589,32767,1
2547,560,-16896,32767,1
2548,561,-17199,32767,1
2549,562,-17499,32767,1
2550,563,-17795,32767,1
2551,564,-18088,32767,1
2552,565,-18378,32767,1
2553,566,-18664,32767,1
2554,567,-18946,32767,1
2555,568,-19225,32767,1
2556,569,-19499,32767,1
2557,570,-19771,32767,1
2558,571,-20038,32767,1
2559,572,-20301,32767,1
2560,573,-20561,32767,1
2561,574,-20817,32767,1
2562,575,-21068,32767,1
2563,576,-21316,32767,1
2564,577,-21560,32767,1
2565,578,-21799,32767,1
2566,579,-22035,32767,1
2567,580,-22266,32767,1
2568,581,-22493,32767,1
2569,582,-22716,32767,1
2570,583,-22935,32767,1
2571,584,-23150,32767,1
2572,585,-23360,32767,1
2573,586,-23566,32767,1
2574,587,-23768,32767,1
2575,588,-23965,32767,1
2576,589,-24158,32767,1
2577,590,-24347,32767,1
2578,591,-24531,32767,1
2579,592,-24710,32767,1
2580,593,-24886,32767,1
2581,594,-25057,32767,1
2582,595,-25223,32767,1
2583,596,-25385,32767,1
2584,598,-25543,32767,1
2585,599,-25844,32767,1
2586,600,-25988,32767,1
2587,601,-26127,32767,1
2588,602,-26262,32767,1
2589,603,-26393,32767,1
2590,604,-26519,32767,1
2591,605,-26640,32767,1
2592,606,-26757,32767,1
2593,607,-26870,32767,1
2594,608,-26978,32767,1
2595,609,-27081,32767,1
2596,610,-27180,32767,1
2597,611,-27275,32767,1
2598,612,-27365,32767,1
2599,613,-27451,32767,1
2600,614,-27532,32767,1
2601,615,-27609,32767,1
2602,616,-27681,32767,1
2603,617,-27749,32767,1
2604,618,-27813,32767,1
2605,619,-27872,32767,1
2606,620,-27927,32767,1
2607,621,-27978,32767,1
2608,622,-28024,32767,1
2609,623,-28067,32767,1
2610,624,-28104,32767,1
2611,625,-28138,32767,1
2612,626,-28168,32767,1
2613,627,-28193,32767,1
2614,628,-28215,32767,1
2615,629,-28232,32767,1
2616,630,-28245,32767,1
2617,631,-28254,32767,1
2618,632,-28260,32767,1
2619,633,-28261,32767,1
2620,634,-28258,32767,1
2621,635,-28252,32767,1
2622,636,-28242,32767,1
2623,637,-28228,32767,1
2624,638,-28210,32767,1
2625,639,-28188,32767,1
2626,641,-28163,32767,1
2627,642,-28102,32767,1
2628,643,-28067,32767,1
2629,644,-28028,32767,1
2630,645,-27985,32767,1
2631,646,-27939,32767,1
2632,647,-27890,32767,1
2633,648,-27837,32767,1
2634,649,-27782,32767,1
2635,650,-27723,32767,1
2636,651,-27661,32767,1
2637,652,-27596,32767,1
2638,653,-27528,32767,1
2639,654,-27457,32767,1
2640,655,-27383,32767,1
2641,656,-27307,32767,1
2642,657,-27227,32767,1
2643,658,-27145,32767,1
2644,659,-27061,32767,1
2645,660,-26974,32767,1
2646,661,-26884,32767,1
2647,662,-26792,32767,1
2648,663,-26697,32767,1
2649,664,-26600,32767,1
2650,665,-26501,32767,1
2651,666,-26400,32767,1
2652,667,-26297,32767,1
2653,668,-26191,32767,1
2654,669,-26084,32767,1
2655,670,-25975,32767,1
2656,671,-25863,32767,1
2657,672,-25750,32767,1
2658,673,-25636,32767,1
2659,674,-25519,32767,1
2660,675,-25401,32767,1
2661,676,-25282,32767,1
2662,677,-25161,32767,1
2663,678,-25039,32767,1
2664,679,-24915,32767,1
2665,680,-24790,32767,1
2666,681,-24664,32767,1
2667,683,-24537,32767,1
2668,684,-24280,32767,1
2669,685,-24150,32767,1
2670,686,-24019,32767,1
2671,687,-23888,32767,1
2672,688,-23755,32767,1
2673,689,-23623,32767,1
2674,690,-23489,32767,1
2675,691,-23355,32767,1
2676,692,-23221,32767,1
2677,693,-23086,32767,1
2678,694,-22952,32767,1
2679,695,-22816,32767,1
2680,696,-22681,32767,1
2681,697,-22546,32767,1
2682,698,-22411,32767,1
2683,699,-22276,32767,1
2684,700,-22140,32767,1
2685,701,-22006,32767,1
2686,702,-21871,32767,1
2687,703,-21737,32767,1
2688,704,-21603,32767,1
2689,705,-21470,32767,1
2690,706,-21337,32767,1
2691,707,-21205,32767,1
2692,708,-21073,32767,1
2693,709,-20942,32767,1
2694,710,-20812,32767,1
2695,711,-20683,32767,1
2696,712,-20555,32767,1
2697,713,-20428,32767,1
2698,714,-20302,32767,1
2699,715,-20177,32767,1
2700,716,-20053,32767,1
2701,717,-19930,32767,1
2702,718,-19809,32767,1
2703,719,-19689,32767,1
2704,720,-19570,32767,1
2705,721,-19453,32767,1
2706,722,-19337,32767,1
2707,723,-19223,32767,1
2708,724,-19110,32767,1
2709,726,-18999,32767,1
2710,727,-18783,32767,1
2711,728,-18677,32767,1
2712,729,-18573,32767,1
2713,730,-18471,32767,1
2714,731,-18372,32767,1
2715,732,-18274,32767,1
2716,733,-18178,32767,1
2717,734,-18084,32767,1
2718,735,-17993,32767,1
2719,736,-17903,32767,1
2720,737,-17816,32767,1
2721,738,-17731,32767,1
2722,739,-17649,32767,1
2723,740,-17568,32767,1
2724,741,-17490,32767,1
2725,742,-17415,32767,1
2726,743,-17342,32767,1
2727,744,-17271,32767,1
2728,745,-17203,32767,1
2729,746,-17138,32767,1
2730,747,-17075,32767,1
2731,748,-17014,32767,1
2732,749,-16956,32767,1
2733,750,-16901,32767,1
2734,751,-16849,32767,1
2735,752,-16799,32767,1
2736,753,-16752,32767,1
2737,754,-16708,32767,1
2738,755,-16666,32767,1
2739,756,-16628,32767,1
2740,757,-16592,32767,1
2741,758,-16559,32767,1
2742,759,-16528,32767,1
2743,760,-16501,32767,1
2744,761,-16476,32767,1
2745,762,-16455,32767,1
2746,763,-16436,32767,1
2747,764,-16420,32767,1
2748,765,-16407,32767,1
2749,766,-16397,32767,1
2750,767,-16389,32767,1
2751,769,-16385,32767,1
2752,770,-16385,32767,1
2753,771,-16389,32767,1
2754,772,-16397,32767,1
2755,773,-16407,32767,1
2756,774,-16420,32767,1
2757,775,-16436,32767,1
2758,776,-16455,32767,1
2759,777,-16476,32767,1
2760,778,-16501,32767,1
2761,779,-16528,32767,1
2762,780,-16559,32767,1
2763,781,-16592,32767,1
2764,782,-16628,32767,1
2765,783,-16666,32767,1
2766,784,-16708,32767,1
2767,785,-16752,32767,1
2768,786,-16799,32767,1
2769,787,-16849,32767,1
2770,788,-16901,32767,1
2771,789,-16956,32767,1
2772,790,-17014,32767,1
2773,791,-17075,32767,1
2774,792,-17138,32767,1
2775,793,-17203,32767,1
2776,794,-17271,32767,1
2777,795,-17342,32767,1
2778,796,-17415,32767,1
2779,797,-17490,32767,1
2780,798,-17568,32767,1
2781,799,-17649,32767,1
2782,800,-17731,32767,1
2783,801,-17816,32767,1
2784,802,-17903,32767,1
2785,803,-17993,32767,1
2786,804,-18084,32767,1
2787,805,-18178,32767,1
2788,806,-18274,32767,1
2789,807,-18372,32767,1
2790,808,-18471,32767,1
2791,809,-18573,32767,1
2792,811,-18677,32767,1
2793,812,-18890,32767,1
2794,813,-18999,32767,1
2795,814,-19110,32767,1
2796,815,-19223,32767,1
2797,816,-19337,32767,1
2798,817,-19453,32767,1
2799,818,-19570,32767,1
2800,819,-19689,32767,1
2801,820,-19809,32767,1
2802,821,-19930,32767,1
2803,822,-20053,32767,1
2804,823,-20177,32767,1
2805,824,-20302,32767,1
2806,825,-20428,32767,1
2807,826,-20555,32767,1
2808,827,-20683,32767,1
2809,828,-20812,32767,1
2810,829,-20942,32767,1
2811,830,-21073,32767,1
2812,831,-21205,32767,1
2813,832,-21337,32767,1
2814,833,-21470,32767,1
2815,834,-21603,32767,1
2816,835,-21737,32767,1
2817,836,-21871,32767,1
2818,837,-22006,32767,1
2819,838,-22140,32767,1
2820,839,-22276,32767,1
2821,840,-22411,32767,1
2822,841,-22546,32767,1
2823,842,-22681,32767,1
2824,843,-22816,32767,1
2825,844,-22952,32767,1
2826,845,-23086,32767,1
2827,846,-23221,32767,1
2828,847,-23355,32767,1
2829,848,-23489,32767,1
2830,849,-23623,32767,1
2831,850,-23755,32767,1
2832,851,-23888,32767,1
2833,852,-24019,32767,1
2834,854,-24150,32767,1
2835,855,-24409,32767,1
2836,856,-24537,32767,1
2837,857,-24664,32767,1
2838,858,-24790,32767,1
2839,859,-24915,32767,1
2840,860,-25039,32767,1
2841,861,-25161,32767,1
2842,862,-25282,32767,1
2843,863,-25401,32767,1
2844,864,-25519,32767,1
2845,865,-25636,32767,1
2846,866,-25750,32767,1
2847,867,-25863,32767,1
2848,868,-25975,32767,1
2849,869,-26084,32767,1
2850,870,-26191,32767,1
2851,871,-26297,32767,1
2852,872,-26400,32767,1
2853,873,-26501,32767,1
2854,874,-26600,32767,1
2855,875,-26697,32767,1
2856,876,-26792,32767,1
2857,877,-26884,32767,1
2858,878,-26974,32767,1
2859,879,-27061,32767,1
2860,880,-27145,32767,1
2861,881,-27227,32767,1
2862,882,-27307,32767,1
2863,883,-27383,32767,1
2864,884,-27457,32767,1
2865,885,-27528,32767,1
2866,886,-27596,32767,1
2867,887,-27661,32767,1
2868,888,-27723,32767,1
2869,889,-27782,32767,1
2870,890,-27837,32767,1
2871,891,-27890,32767,1
2872,892,-27939,32767,1
2873,893,-27985,32767,1
2874,894,-28028,32767,1
2875,895,-28067,32767,1
2876,897,-28102,32767,1
2877,898,-28163,32767,1
2878,899,-28188,32767,1
2879,900,-28210,32767,1
2880,901,-28228,32767,1
2881,902,-28242,32767,1
2882,903,-28252,32767,1
2883,904,-28258,32767,1
2884,905,-28261,32767,1
2885,906,-28260,32767,1
2886,907,-28254,32767,1
2887,908,-28245,32767,1
2888,909,-28232,32767,1
2889,910,-28215,32767,1
2890,911,-28193,32767,1
2891,912,-28168,32767,1
2892,913,-28138,32767,1
2893,914,-28104,32767,1
2894,915,-28067,32767,1
2895,916,-28024,32767,1
2896,917,-27978,32767,1
2897,918,-27927,32767,1
2898,919,-27872,32767,1
2899,920,-27813,32767,1
2900,921,-27749,32767,1
2901,922,-27681,32767,1
2902,923,-27609,32767,1
2903,924,-27532,32767,1
2904,925,-27451,32767,1
2905,926,-27365,32767,1
2906,927,-27275,32767,1
2907,928,-27180,32767,1
2908,929,-27081,32767,1
2909,930,-26978,32767,1
2910,931,-26870,32767,1
2911,932,-26757,32767,1
2912,933,-26640,32767,1
2913,934,-26519,32767,1
2914,935,-26393,32767,1
2915,936,-26262,32767,1
2916,937,-26127,32767,1
2917,939,-25988,32767,1
2918,940,-25696,32767,1
2919,941,-25543,32767,1
2920,942,-25385,32767,1
2921,943,-25223,32767,1
2922,944,-25057,32767,1
2923,945,-24886,32767,1
2924,946,-24710,32767,1
2925,947,-24531,32767,1
2926,948,-24347,32767,1
2927,949,-24158,32767,1
2928,950,-23965,32767,1
2929,951,-23768,32767,1
2930,952,-23566,32767,1
2931,953,-23360,32767,1
2932,954,-23150,32767,1
2933,955,-22935,32767,1
2934,956,-22716,32767,1
2935,957,-22493,32767,1
2936,958,-22266,32767,1
2937,959,-22035,32767,1
2938,960,-21799,32767,1
2939,961,-21560,32767,1
2940,962,-21316,32767,1
2941,963,-21068,32767,1
2942,964,-20817,32767,1
2943,965,-20561,32767,1
2944,966,-20301,32767,1
2945,967,-20038,32767,1
2946,968,-19771,32767,1
2947,969,-19499,32767,1
2948,970,-19225,32767,1
2949,971,-18946,32767,1
2950,972,-18664,32767,1
2951,973,-18378,32767,1
2952,974,-18088,32767,1
2953,975,-17795,32767,1
2954,976,-17499,32767,1
2955,977,-17199,32767,1
2956,978,-16896,32767,1
2957,979,-16589,32767,1
2958,980,-16279,32767,1
2959,982,-15966,32767,1
2960,983,-15331,32767,1
2961,984,-15009,32767,1
2962,985,-14683,32767,1
2963,986,-14355,32767,1
2964,987,-14024,32767,1
2965,988,-13690,32767,1
2966,989,-13353,32767,1
2967,990,-13014,32767,1
2968,991,-12672,32767,1
2969,992,-12328,32767,1
2970,993,-11981,32767,1
2971,994,-11632,32767,1
2972,995,-11280,32767,1
2973,996,-10926,32767,1
2974,997,-10570,32767,1
2975,998,-10211,32767,1
2976,999,-9851,32767,1
2977,1000,-9489,32767,1
2978,1001,-9125,32767,1
2979,1002,-8758,32767,1
2980,1003,-8391,32767,1
2981,1004,-8021,32767,1
2982,1005,-7650,32767,1
2983,1006,-7277,32767,1
2984,1007,-6903,32767,1
2985,1008,-6527,32767,1
2986,1009,-6150,32767,1
2987,1010,-5772,32767,1
2988,1011,-5392,32767,1
2989,1012,-5012,32767,1
2990,1013,-4630,32767,1
2991,1014,-4248,32767,1
2992,1015,-3864,32767,1
2993,1016,-3480,32767,1
2994,1017,-3095,32767,1
2995,1018,-2710,32767,1
2996,1019,-2324,32767,1
2997,1020,-1937,32767,1
2998,1021,-1550,32767,1
2999,1022,-1163,32767,1
3000,1023,-775,32767,1
3001,1,-388,32767,1
3002,2,388,291,1
3003,3,775,581,1
3004,4,1163,872,1
3005,5,1550,1162,1
3006,6,1937,1452,1
3007,7,2324,1743,0
3008,8,2710,2032,0
3009,9,3095,2321,0
3010,10,3480,2610,1
3011,11,3864,2898,1
3012,12,4248,3186,1
3013,13,4630,3472,0
3014,14,5012,3759,0
3015,15,5392,4044,0
3016,16,5772,4329,1
3017,17,6150,4612,1
3018,18,6527,4895,1
3019,19,6903,5177,1
3020,20,7277,5457,0
3021,21,7650,5737,0
3022,22,8021,6015,0
3023,23,8391,6293,1
3024,24,8758,6568,1
3025,25,9125,6843,1
3026,26,9489,7116,1
3027,27,9851,7388,0
3028,28,10211,7658,0
3029,29,10570,7927,1
3030,30,10926,8194,1
3031,31,11280,8460,1
3032,32,11632,8724,0
3033,33,11981,8985,0
3034,34,12328,9246,1
3035,35,12672,9504,1
3036,36,13014,9760,1
3037,37,13353,10014,1
3038,38,13690,10267,0
3039,39,14024,10518,0
3040,40,14355,10766,1
3041,41,14683,11012,1
3042,43,15009,11256,1
3043,44,15650,11737,1
3044,45,15966,11974,0
3045,46,16279,12209,0
3046,47,16589,12441,1
3047,48,16896,12672,1
3048,49,17199,12899,1
3049,50,17499,13124,1
3050,51,17795,13346,0
3051,52,18088,13566,0
3052,53,18378,13783,1
3053,54,18664,13998,1
3054,55,18946,14209,1
3055,56,19225,14418,1
3056,57,19499,14624,1
3057,58,19771,14828,0
