n,addr,raw_sample,scaled_sample,sd_out
6014,14,5012,1879,0
6015,15,5392,2022,1
6016,16,5772,2164,1
6017,17,6150,2306,1
6018,18,6527,2447,0
6019,19,6903,2588,0
6020,20,7277,2728,0
6021,21,7650,2868,1
6022,22,8021,3007,1
6023,23,8391,3146,1
6024,24,8758,3284,1
6025,25,9125,3421,0
6026,26,9489,3558,0
6027,27,9851,3694,0
6028,28,10211,3829,1
6029,29,10570,3963,1
6030,30,10926,4097,1
6031,31,11280,4230,1
6032,32,11632,4362,0
6033,33,11981,4492,0
6034,34,12328,4623,0
6035,35,12672,4752,1
6036,36,13014,4880,1
6037,37,13353,5007,1
6038,38,13690,5133,1
6039,39,14024,5259,0
6040,40,14355,5383,0
6041,41,14683,5506,0
6042,43,15009,5628,1
6043,44,15650,5868,1
6044,45,15966,5987,1
6045,46,16279,6104,1
6046,47,16589,6220,0
6047,48,16896,6336,0
6048,49,17199,6449,0
6049,50,17499,6562,1
6050,51,17795,6673,1
6051,52,18088,6783,1
6052,53,18378,6891,1
6053,54,18664,6999,0
6054,55,18946,7104,0
6055,56,19225,7209,1
6056,57,19499,7312,1
6057,58,19771,7414,1
6058,59,20038,7514,0
6059,60,20301,7612,0
6060,61,20561,7710,1
6061,62,20817,7806,1
6062,63,21068,7900,1
6063,64,21316,7993,1
6064,65,21560,8085,0
6065,66,21799,8174,0
6066,67,22035,8263,0
6067,68,22266,8349,1
6068,69,22493,8434,1
6069,70,22716,8518,1
6070,71,22935,8600,1
6071,72,23150,8681,1
6072,73,23360,8760,0
6073,74,23566,8837,0
6074,75,23768,8913,0
6075,76,23965,8986,1
6076,77,24158,9059,1
6077,78,24347,9130,1
6078,79,24531,9199,1
6079,80,24710,9266,1
6080,81,24886,9332,0
6081,82,25057,9396,0
6082,83,25223,9458,1
6083,84,25385,9519,1
6084,86,25543,9578,1
6085,87,25844,9691,0
6086,88,25988,9745,0
6087,89,26127,9797,1
6088,90,26262,9848,1
6089,91,26393,9897,1
6090,92,26519,9944,1
6091,93,26640,9990,0
6092,94,26757,10033,0
6093,95,26870,10076,1
6094,96,26978,10116,1
6095,97,27081,10155,1
6096,98,27180,10192,1
6097,99,27275,10228,0
6098,100,27365,10261,0
6099,101,27451,10294,1
6100,102,27532,10324,1
6101,103,27609,10353,1
6102,104,27681,10380,1
6103,105,27749,10405,0
6104,106,27813,10429,0
6105,107,27872,10452,1
6106,108,27927,10472,1
6107,109,27978,10491,1
6108,110,28024,10509,0
6109,111,28067,10525,0
6110,112,28105,10539,1
6111,113,28138,10551,1
6112,114,28168,10563,1
6113,115,28193,10572,1
6114,116,28215,10580,0
6115,117,28232,10587,0
6116,118,28245,10591,1
6117,119,28255,10595,1
6118,120,28260,10597,1
6119,121,28261,10597,1
6120,122,28259,10597,0
6121,123,28252,10594,0
6122,124,28242,10590,1
6123,125,28228,10585,1
6124,126,28211,10579,1
6125,127,28189,10570,1
6126,129,28164,10561,0
6127,130,28104,10539,0
6128,131,28068,10525,1
6129,132,28029,10510,1
6130,133,27987,10495,1
6131,134,27941,10477,1
6132,135,27892,10459,0
6133,136,27840,10440,0
6134,137,27785,10419,1
6135,138,27726,10397,1
6136,139,27665,10374,1
6137,140,27600,10350,1
6138,141,27533,10324,0
6139,142,27463,10298,0
6140,143,27390,10271,1
6141,144,27315,10243,1
6142,145,27237,10213,1
6143,146,27156,10183,1
6144,147,27073,10152,0
6145,148,26987,10120,0
6146,149,26900,10087,1
6147,150,26810,10053,1
6148,151,26717,10018,1
6149,152,26623,9983,1
6150,153,26527,9947,0
6151,154,26429,9910,0
6152,155,26330,9873,0
6153,156,26229,9835,1
6154,157,26126,9797,1
6155,158,26022,9758,1
6156,159,25917,9718,1
6157,160,25810,9678,1
6158,161,25703,9638,0
6159,162,25595,9598,0
6160,163,25486,9557,1
6161,164,25376,9516,1
6162,165,25267,9475,1
6163,166,25156,9433,1
6164,167,25046,9392,0
6165,168,24936,9351,0
6166,169,24826,9309,1
6167,171,24717,9268,1
6168,172,24501,9187,1
6169,173,24394,9147,0
6170,174,24289,9108,0
6171,175,24185,9069,1
6172,176,24084,9031,1
6173,177,23984,8994,1
6174,178,23886,8957,1
6175,179,23791,8921,0
6176,180,23699,8887,0
6177,181,23610,8853,1
6178,182,23525,8821,1
6179,183,23443,8791,1
6180,184,23365,8761,0
6181,185,23292,8734,0
6182,186,23223,8708,1
6183,187,23159,8684,1
6184,188,23100,8662,1
6185,189,23047,8642,1
6186,190,22999,8624,0
6187,191,22958,8609,0
6188,192,22924,8596,1
6189,193,22896,8586,1
6190,194,22875,8578,1
6191,195,22862,8573,0
6192,196,22856,8571,0
6193,197,22859,8572,1
6194,198,22870,8576,1
6195,199,22889,8583,1
6196,200,22918,8594,1
6197,201,22955,8608,0
6198,202,23002,8625,0
6199,203,23058,8646,0
6200,204,23124,8671,1
6201,205,23199,8699,1
6202,206,23285,8731,1
6203,207,23381,8767,1
6204,208,23486,8807,1
6205,209,23602,8850,0
6206,210,23728,8898,0
6207,211,23864,8949,1
6208,212,24010,9003,1
6209,214,24166,9062,1
6210,215,24508,9190,0
6211,216,24692,9259,0
6212,217,24886,9332,1
6213,218,25089,9408,1
6214,219,25300,9487,1
6215,220,25519,9569,1
6216,221,25745,9654,0
6217,222,25978,9741,0
6218,223,26218,9831,1
6219,224,26464,9924,1
6220,225,26715,10018,1
6221,226,26971,10114,1
6222,227,27230,10211,0
6223,228,27493,10309,0
6224,229,27758,10409,1
6225,230,28024,10509,1
6226,231,28292,10609,1
6227,232,28559,10709,1
6228,233,28826,10809,0
6229,234,29090,10908,0
6230,235,29352,11007,0
6231,236,29611,11104,1
6232,237,29865,11199,1
6233,238,30113,11292,1
6234,239,30355,11383,1
6235,240,30590,11471,1
6236,241,30817,11556,1
6237,242,31035,11638,0
6238,243,31243,11716,0
6239,244,31441,11790,1
6240,245,31628,11860,1
6241,246,31802,11925,1
6242,247,31964,11986,1
6243,248,32112,12042,0
6244,249,32247,12092,0
6245,250,32367,12137,1
6246,251,32471,12176,1
6247,252,32561,12210,1
6248,253,32635,12238,1
6249,254,32692,12259,0
6250,255,32734,12275,0
6251,257,32759,12284,1
6252,258,32759,12284,1
6253,259,32734,12275,1
6254,260,32692,12259,1
6255,261,32635,12238,0
6256,262,32561,12210,0
6257,263,32471,12176,1
6258,264,32367,12137,1
6259,265,32247,12092,1
6260,266,32112,12042,1
6261,267,31964,11986,1
6262,268,31802,11925,0
6263,269,31628,11860,0
6264,270,31441,11790,1
6265,271,31243,11716,1
6266,272,31035,11638,1
6267,273,30817,11556,1
6268,274,30590,11471,0
6269,275,30355,11383,0
6270,276,30113,11292,1
6271,277,29865,11199,1
6272,278,29611,11104,1
6273,279,29352,11007,1
6274,280,29090,10908,0
6275,281,28826,10809,0
6276,282,28559,10709,1
6277,283,28292,10609,1
6278,284,28024,10509,1
6279,285,27758,10409,1
6280,286,27493,10309,0
6281,287,27230,10211,0
6282,288,26971,10114,1
6283,289,26715,10018,1
6284,290,26464,9924,1
6285,291,26218,9831,1
6286,292,25978,9741,0
6287,293,25745,9654,0
6288,294,25519,9569,1
6289,295,25300,9487,1
6290,296,25089,9408,1
6291,297,24886,9332,1
6292,299,24692,9259,0
6293,300,24332,9124,0
6294,301,24166,9062,0
6295,302,24010,9003,1
6296,303,23864,8949,1
6297,304,23728,8898,1
6298,305,23602,8850,1
6299,306,23486,8807,1
6300,307,23381,8767,0
6301,308,23285,8731,0
6302,309,23199,8699,1
6303,310,23124,8671,1
6304,311,23058,8646,1
6305,312,23002,8625,0
6306,313,22955,8608,0
6307,314,22918,8594,1
6308,315,22889,8583,1
6309,316,22870,8576,1
6310,317,22859,8572,1
6311,318,22856,8571,0
6312,319,22862,8573,0
6313,320,22875,8578,1
6314,321,22896,8586,1
6315,322,22924,8596,1
6316,323,22958,8609,0
6317,324,22999,8624,0
6318,325,23047,8642,1
6319,326,23100,8662,1
6320,327,23159,8684,1
6321,328,23223,8708,1
6322,329,23292,8734,0
6323,330,23365,8761,0
6324,331,23443,8791,0
6325,332,23525,8821,1
6326,333,23610,8853,1
6327,334,23699,8887,1
6328,335,23791,8921,1
6329,336,23886,8957,1
6330,337,23984,8994,0
6331,338,24084,9031,0
6332,339,24185,9069,1
6333,340,24289,9108,1
6334,342,24394,9147,1
6335,343,24609,9228,0
6336,344,24717,9268,0
6337,345,24826,9309,1
6338,346,24936,9351,1
6339,347,25046,9392,1
6340,348,25156,9433,1
6341,349,25267,9475,0
6342,350,25376,9516,0
6343,351,25486,9557,1
6344,352,25595,9598,1
6345,353,25703,9638,1
6346,354,25810,9678,1
6347,355,25917,9718,0
6348,356,26022,9758,0
6349,357,26126,9797,1
6350,358,26229,9835,1
6351,359,26330,9873,1
6352,360,26429,9910,0
6353,361,26527,9947,0
6354,362,26623,9983,1
6355,363,26717,10018,1
6356,364,26810,10053,1
6357,365,26900,10087,1
6358,366,26987,10120,0
6359,367,27073,10152,0
6360,368,27156,10183,1
6361,369,27237,10213,1
6362,370,27315,10243,1
6363,371,27390,10271,1
6364,372,27463,10298,0
6365,373,27533,10324,0
6366,374,27600,10350,1
6367,375,27665,10374,1
6368,376,27726,10397,1
6369,377,27785,10419,1
6370,378,27840,10440,0
6371,379,27892,10459,0
6372,380,27941,10477,1
6373,381,27987,10495,1
6374,382,28029,10510,1
6375,383,28068,10525,1
6376,385,28104,10539,0
6377,386,28164,10561,0
6378,387,28189,10570,1
6379,388,28211,10579,1
6380,389,28228,10585,1
6381,390,28242,10590,1
6382,391,28252,10594,0
6383,392,28259,10597,0
6384,393,28261,10597,0
6385,394,28260,10597,1
6386,395,28255,10595,1
6387,396,28245,10591,1
6388,397,28232,10587,1
6389,398,28215,10580,1
6390,399,28193,10572,0
6391,400,28168,10563,0
6392,401,28138,10551,1
6393,402,28105,10539,1
6394,403,28067,10525,1
6395,404,28024,10509,1
6396,405,27978,10491,0
6397,406,27927,10472,0
6398,407,27872,10452,1
6399,408,27813,10429,1
6400,409,27749,10405,1
6401,410,27681,10380,1
6402,411,27609,10353,0
6403,412,27532,10324,0
6404,413,27451,10294,1
6405,414,27365,10261,1
6406,415,27275,10228,1
6407,416,27180,10192,1
6408,417,27081,10155,0
6409,418,26978,10116,0
6410,419,26870,10076,1
6411,420,26757,10033,1
6412,421,26640,9990,1
6413,422,26519,9944,1
6414,423,26393,9897,0
6415,424,26262,9848,0
6416,425,26127,9797,1
6417,427,25988,9745,1
6418,428,25696,9636,1
6419,429,25543,9578,1
6420,430,25385,9519,0
6421,431,25223,9458,0
6422,432,25057,9396,0
6423,433,24886,9332,1
6424,434,24710,9266,1
6425,435,24531,9199,1
6426,436,24347,9130,1
6427,437,24158,9059,1
6428,438,23965,8986,0
6429,439,23768,8913,0
6430,440,23566,8837,1
6431,441,23360,8760,1
6432,442,23150,8681,1
6433,443,22935,8600,0
6434,444,22716,8518,0
6435,445,22493,8434,1
6436,446,22266,8349,1
6437,447,22035,8263,1
6438,448,21799,8174,1
6439,449,21560,8085,0
6440,450,21316,7993,0
6441,451,21068,7900,0
6442,452,20817,7806,1
6443,453,20561,7710,1
6444,454,20301,7612,1
6445,455,20038,7514,1
6446,456,19771,7414,1
6447,457,19499,7312,0
6448,458,19225,7209,0
6449,459,18946,7104,0
6450,460,18664,6999,1
6451,461,18378,6891,1
6452,462,18088,6783,1
6453,463,17795,6673,1
6454,464,17499,6562,0
6455,465,17199,6449,0
6456,466,16896,6336,1
6457,467,16589,6220,1
6458,468,16279,6104,1
6459,470,15966,5987,0
6460,471,15331,5749,0
6461,472,15009,5628,1
6462,473,14683,5506,1
6463,474,14355,5383,1
6464,475,14024,5259,0
6465,476,13690,5133,0
6466,477,13353,5007,1
6467,478,13014,4880,1
6468,479,12672,4752,1
6469,480,12328,4623,0
6470,481,11981,4492,0
6471,482,11632,4362,0
6472,483,11280,4230,1
6473,484,10926,4097,1
6474,485,10570,3963,1
6475,486,10211,3829,1
6476,487,9851,3694,0
6477,488,9489,3558,0
6478,489,9125,3421,0
6479,490,8758,3284,1
6480,491,8391,3146,1
6481,492,8021,3007,1
6482,493,7650,2868,1
6483,494,7277,2728,0
6484,495,6903,2588,0
6485,496,6527,2447,0
6486,497,6150,2306,1
6487,498,5772,2164,1
6488,499,5392,2022,1
6489,500,5012,1879,0
6490,501,4630,1736,0
6491,502,4248,1593,0
6492,503,3864,1449,1
6493,504,3480,1305,1
6494,505,3095,1160,1
6495,506,2710,1016,1
6496,507,2324,871,0
6497,508,1937,726,0
6498,509,1550,581,0
6499,510,1163,436,1
6500,511,775,290,1
6501,513,388,145,1
6502,514,-388,32767,0
6503,515,-775,32767,0
6504,516,-1163,32767,1
6505,517,-1550,32767,1
6506,518,-1937,32767,1
6507,519,-2324,32767,1
6508,520,-2710,32767,1
6509,521,-3095,32767,1
6510,522,-3480,32767,1
6511,523,-3864,32767,1
6512,524,-4248,32767,1
6513,525,-4630,32767,1
6514,526,-5012,32767,1
6515,527,-5392,32767,1
6516,528,-5772,32767,1
6517,529,-6150,32767,1
6518,530,-6527,32767,1
6519,531,-6903,32767,1
6520,532,-7277,32767,1
6521,533,-7650,32767,1
6522,534,-8021,32767,1
6523,535,-8391,32767,1
6524,536,-8758,32767,1
6525,537,-9125,32767,1
6526,538,-9489,32767,1
6527,539,-9851,32767,1
6528,540,-10211,32767,1
6529,541,-10570,32767,1
6530,542,-10926,32767,1
6531,543,-11280,32767,1
6532,544,-11632,32767,1
6533,545,-11981,32767,1
6534,546,-12328,32767,1
6535,547,-12672,32767,1
6536,548,-13014,32767,1
6537,549,-13353,32767,1
6538,550,-13690,32767,1
6539,551,-14024,32767,1
6540,552,-14355,32767,1
6541,553,-14683,32767,1
6542,555,-15009,32767,1
6543,556,-15650,32767,1
6544,557,-15966,32767,1
6545,558,-16279,32767,1
6546,559,-16589,32767,1
6547,560,-16896,32767,1
6548,561,-17199,32767,1
6549,562,-17499,32767,1
6550,563,-17795,32767,1
6551,564,-18088,32767,1
6552,565,-18378,32767,1
6553,566,-18664,32767,1
6554,567,-18946,32767,1
6555,568,-19225,32767,1
6556,569,-19499,32767,1
6557,570,-19771,32767,1
6558,571,-20038,32767,1
6559,572,-20301,32767,1
6560,573,-20561,32767,1
6561,574,-20817,32767,1
6562,575,-21068,32767,1
6563,576,-21316,32767,1
6564,577,-21560,32767,1
6565,578,-21799,32767,1
6566,579,-22035,32767,1
6567,580,-22266,32767,1
6568,581,-22493,32767,1
6569,582,-22716,32767,1
6570,583,-22935,32767,1
6571,584,-23150,32767,1
6572,585,-23360,32767,1
6573,586,-23566,32767,1
6574,587,-23768,32767,1
6575,588,-23965,32767,1
6576,589,-24158,32767,1
6577,590,-24347,32767,1
6578,591,-24531,32767,1
6579,592,-24710,32767,1
6580,593,-24886,32767,1
6581,594,-25057,32767,1
6582,595,-25223,32767,1
6583,596,-25385,32767,1
6584,598,-25543,32767,1
6585,599,-25844,32767,1
6586,600,-25988,32767,1
6587,601,-26127,32767,1
6588,602,-26262,32767,1
6589,603,-26393,32767,1
6590,604,-26519,32767,1
6591,605,-26640,32767,1
6592,606,-26757,32767,1
6593,607,-26870,32767,1
6594,608,-26978,32767,1
6595,609,-27081,32767,1
6596,610,-27180,32767,1
6597,611,-27275,32767,1
6598,612,-27365,32767,1
6599,613,-27451,32767,1
6600,614,-27532,32767,1
6601,615,-27609,32767,1
6602,616,-27681,32767,1
6603,617,-27749,32767,1
6604,618,-27813,32767,1
6605,619,-27872,32767,1
6606,620,-27927,32767,1
6607,621,-27978,32767,1
6608,622,-28024,32767,1
6609,623,-28067,32767,1
6610,624,-28104,32767,1
6611,625,-28138,32767,1
6612,626,-28168,32767,1
6613,627,-28193,32767,1
6614,628,-28215,32767,1
6615,629,-28232,32767,1
6616,630,-28245,32767,1
6617,631,-28254,32767,1
6618,632,-28260,32767,1
6619,633,-28261,32767,1
6620,634,-28258,32767,1
6621,635,-28252,32767,1
6622,636,-28242,32767,1
6623,637,-28228,32767,1
6624,638,-28210,32767,1
6625,639,-28188,32767,1
6626,641,-28163,32767,1
6627,642,-28102,32767,1
6628,643,-28067,32767,1
6629,644,-28028,32767,1
6630,645,-27985,32767,1
6631,646,-27939,32767,1
6632,647,-27890,32767,1
6633,648,-27837,32767,1
6634,649,-27782,32767,1
6635,650,-27723,32767,1
6636,651,-27661,32767,1
6637,652,-27596,32767,1
6638,653,-27528,32767,1
6639,654,-27457,32767,1
6640,655,-27383,32767,1
6641,656,-27307,32767,1
6642,657,-27227,32767,1
6643,658,-27145,32767,1
6644,659,-27061,32767,1
6645,660,-26974,32767,1
6646,661,-26884,32767,1
6647,662,-26792,32767,1
6648,663,-26697,32767,1
6649,664,-26600,32767,1
6650,665,-26501,32767,1
6651,666,-26400,32767,1
6652,667,-26297,32767,1
6653,668,-26191,32767,1
6654,669,-26084,32767,1
6655,670,-25975,32767,1
6656,671,-25863,32767,1
6657,672,-25750,32767,1
6658,673,-25636,32767,1
6659,674,-25519,32767,1
6660,675,-25401,32767,1
6661,676,-25282,32767,1
6662,677,-25161,32767,1
6663,678,-25039,32767,1
6664,679,-24915,32767,1
6665,680,-24790,32767,1
6666,681,-24664,32767,1
6667,683,-24537,32767,1
6668,684,-24280,32767,1
6669,685,-24150,32767,1
6670,686,-24019,32767,1
6671,687,-23888,32767,1
6672,688,-23755,32767,1
6673,689,-23623,32767,1
6674,690,-23489,32767,1
6675,691,-23355,32767,1
6676,692,-23221,32767,1
6677,693,-23086,32767,1
6678,694,-22952,32767,1
6679,695,-22816,32767,1
6680,696,-22681,32767,1
6681,697,-22546,32767,1
6682,698,-22411,32767,1
6683,699,-22276,32767,1
6684,700,-22140,32767,1
6685,701,-22006,32767,1
6686,702,-21871,32767,1
6687,703,-21737,32767,1
6688,704,-21603,32767,1
6689,705,-21470,32767,1
6690,706,-21337,32767,1
6691,707,-21205,32767,1
6692,708,-21073,32767,1
6693,709,-20942,32767,1
6694,710,-20812,32767,1
6695,711,-20683,32767,1
6696,712,-20555,32767,1
6697,713,-20428,32767,1
6698,714,-20302,32767,1
6699,715,-20177,32767,1
6700,716,-20053,32767,1
6701,717,-19930,32767,1
6702,718,-19809,32767,1
6703,719,-19689,32767,1
6704,720,-19570,32767,1
6705,721,-19453,32767,1
6706,722,-19337,32767,1
6707,723,-19223,32767,1
6708,724,-19110,32767,1
6709,726,-18999,32767,1
6710,727,-18783,32767,1
6711,728,-18677,32767,1
6712,729,-18573,32767,1
6713,730,-18471,32767,1
6714,731,-18372,32767,1
6715,732,-18274,32767,1
6716,733,-18178,32767,1
6717,734,-18084,32767,1
6718,735,-17993,32767,1
6719,736,-17903,32767,1
6720,737,-17816,32767,1
6721,738,-17731,32767,1
6722,739,-17649,32767,1
6723,740,-17568,32767,1
6724,741,-17490,32767,1
6725,742,-17415,32767,1
6726,743,-17342,32767,1
6727,744,-17271,32767,1
6728,745,-17203,32767,1
6729,746,-17138,32767,1
6730,747,-17075,32767,1
6731,748,-17014,32767,1
6732,749,-16956,32767,1
6733,750,-16901,32767,1
6734,751,-16849,32767,1
6735,752,-16799,32767,1
6736,753,-16752,32767,1
6737,754,-16708,32767,1
6738,755,-16666,32767,1
6739,756,-16628,32767,1
6740,757,-16592,32767,1
6741,758,-16559,32767,1
6742,759,-16528,32767,1
6743,760,-16501,32767,1
6744,761,-16476,32767,1
6745,762,-16455,32767,1
6746,763,-16436,32767,1
6747,764,-16420,32767,1
6748,765,-16407,32767,1
6749,766,-16397,32767,1
6750,767,-16389,32767,1
6751,769,-16385,32767,1
6752,770,-16385,32767,1
6753,771,-16389,32767,1
6754,772,-16397,32767,1
6755,773,-16407,32767,1
6756,774,-16420,32767,1
6757,775,-16436,32767,1
6758,776,-16455,32767,1
6759,777,-16476,32767,1
6760,778,-16501,32767,1
6761,779,-16528,32767,1
6762,780,-16559,32767,1
6763,781,-16592,32767,1
6764,782,-16628,32767,1
6765,783,-16666,32767,1
6766,784,-16708,32767,1
6767,785,-16752,32767,1
6768,786,-16799,32767,1
6769,787,-16849,32767,1
6770,788,-16901,32767,1
6771,789,-16956,32767,1
6772,790,-17014,32767,1
6773,791,-17075,32767,1
6774,792,-17138,32767,1
6775,793,-17203,32767,1
6776,794,-17271,32767,1
6777,795,-17342,32767,1
6778,796,-17415,32767,1
6779,797,-17490,32767,1
6780,798,-17568,32767,1
6781,799,-17649,32767,1
6782,800,-17731,32767,1
6783,801,-17816,32767,1
6784,802,-17903,32767,1
6785,803,-17993,32767,1
6786,804,-18084,32767,1
6787,805,-18178,32767,1
6788,806,-18274,32767,1
6789,807,-18372,32767,1
6790,808,-18471,32767,1
6791,809,-18573,32767,1
6792,811,-18677,32767,1
6793,812,-18890,32767,1
6794,813,-18999,32767,1
6795,814,-19110,32767,1
6796,815,-19223,32767,1
6797,816,-19337,32767,1
6798,817,-19453,32767,1
6799,818,-19570,32767,1
6800,819,-19689,32767,1
6801,820,-19809,32767,1
6802,821,-19930,32767,1
6803,822,-20053,32767,1
6804,823,-20177,32767,1
6805,824,-20302,32767,1
6806,825,-20428,32767,1
6807,826,-20555,32767,1
6808,827,-20683,32767,1
6809,828,-20812,32767,1
6810,829,-20942,32767,1
6811,830,-21073,32767,1
6812,831,-21205,32767,1
6813,832,-21337,32767,1
6814,833,-21470,32767,1
6815,834,-21603,32767,1
6816,835,-21737,32767,1
6817,836,-21871,32767,1
6818,837,-22006,32767,1
6819,838,-22140,32767,1
6820,839,-22276,32767,1
6821,840,-22411,32767,1
6822,841,-22546,32767,1
6823,842,-22681,32767,1
6824,843,-22816,32767,1
6825,844,-22952,32767,1
6826,845,-23086,32767,1
6827,846,-23221,32767,1
6828,847,-23355,32767,1
6829,848,-23489,32767,1
6830,849,-23623,32767,1
6831,850,-23755,32767,1
6832,851,-23888,32767,1
6833,852,-24019,32767,1
6834,854,-24150,32767,1
6835,855,-24409,32767,1
6836,856,-24537,32767,1
6837,857,-24664,32767,1
6838,858,-24790,32767,1
6839,859,-24915,32767,1
6840,860,-25039,32767,1
6841,861,-25161,32767,1
6842,862,-25282,32767,1
6843,863,-25401,32767,1
6844,864,-25519,32767,1
6845,865,-25636,32767,1
6846,866,-25750,32767,1
6847,867,-25863,32767,1
6848,868,-25975,32767,1
6849,869,-26084,32767,1
6850,870,-26191,32767,1
6851,871,-26297,32767,1
6852,872,-26400,32767,1
6853,873,-26501,32767,1
6854,874,-26600,32767,1
6855,875,-26697,32767,1
6856,876,-26792,32767,1
6857,877,-26884,32767,1
6858,878,-26974,32767,1
6859,879,-27061,32767,1
6860,880,-27145,32767,1
6861,881,-27227,32767,1
6862,882,-27307,32767,1
6863,883,-27383,32767,1
6864,884,-27457,32767,1
6865,885,-27528,32767,1
6866,886,-27596,32767,1
6867,887,-27661,32767,1
6868,888,-27723,32767,1
6869,889,-27782,32767,1
6870,890,-27837,32767,1
6871,891,-27890,32767,1
6872,892,-27939,32767,1
6873,893,-27985,32767,1
6874,894,-28028,32767,1
6875,895,-28067,32767,1
6876,897,-28102,32767,1
6877,898,-28163,32767,1
6878,899,-28188,32767,1
6879,900,-28210,32767,1
6880,901,-28228,32767,1
6881,902,-28242,32767,1
6882,903,-28252,32767,1
6883,904,-28258,32767,1
6884,905,-28261,32767,1
6885,906,-28260,32767,1
6886,907,-28254,32767,1
6887,908,-28245,32767,1
6888,909,-28232,32767,1
6889,910,-28215,32767,1
6890,911,-28193,32767,1
6891,912,-28168,32767,1
6892,913,-28138,32767,1
6893,914,-28104,32767,1
6894,915,-28067,32767,1
6895,916,-28024,32767,1
6896,917,-27978,32767,1
6897,918,-27927,32767,1
6898,919,-27872,32767,1
6899,920,-27813,32767,1
6900,921,-27749,32767,1
6901,922,-27681,32767,1
6902,923,-27609,32767,1
6903,924,-27532,32767,1
6904,925,-27451,32767,1
6905,926,-27365,32767,1
6906,927,-27275,32767,1
6907,928,-27180,32767,1
6908,929,-27081,32767,1
6909,930,-26978,32767,1
6910,931,-26870,32767,1
6911,932,-26757,32767,1
6912,933,-26640,32767,1
6913,934,-26519,32767,1
6914,935,-26393,32767,1
6915,936,-26262,32767,1
6916,937,-26127,32767,1
6917,939,-25988,32767,1
6918,940,-25696,32767,1
6919,941,-25543,32767,1
6920,942,-25385,32767,1
6921,943,-25223,32767,1
6922,944,-25057,32767,1
6923,945,-24886,32767,1
6924,946,-24710,32767,1
6925,947,-24531,32767,1
6926,948,-24347,32767,1
6927,949,-24158,32767,1
6928,950,-23965,32767,1
6929,951,-23768,32767,1
6930,952,-23566,32767,1
6931,953,-23360,32767,1
6932,954,-23150,32767,1
6933,955,-22935,32767,1
6934,956,-22716,32767,1
6935,957,-22493,32767,1
6936,958,-22266,32767,1
6937,959,-22035,32767,1
6938,960,-21799,32767,1
6939,961,-21560,32767,1
6940,962,-21316,32767,1
6941,963,-21068,32767,1
6942,964,-20817,32767,1
6943,965,-20561,32767,1
6944,966,-20301,32767,1
6945,967,-20038,32767,1
6946,968,-19771,32767,1
6947,969,-19499,32767,1
6948,970,-19225,32767,1
6949,971,-18946,32767,1
6950,972,-18664,32767,1
6951,973,-18378,32767,1
6952,974,-18088,32767,1
6953,975,-17795,32767,1
6954,976,-17499,32767,1
6955,977,-17199,32767,1
6956,978,-16896,32767,1
6957,979,-16589,32767,1
6958,980,-16279,32767,1
6959,982,-15966,32767,1
6960,983,-15331,32767,1
6961,984,-15009,32767,1
6962,985,-14683,32767,1
6963,986,-14355,32767,1
6964,987,-14024,32767,1
6965,988,-13690,32767,1
6966,989,-13353,32767,1
6967,990,-13014,32767,1
6968,991,-12672,32767,1
6969,992,-12328,32767,1
6970,993,-11981,32767,1
6971,994,-11632,32767,1
6972,995,-11280,32767,1
6973,996,-10926,32767,1
6974,997,-10570,32767,1
6975,998,-10211,32767,1
6976,999,-9851,32767,1
6977,1000,-9489,32767,1
6978,1001,-9125,32767,1
6979,1002,-8758,32767,1
6980,1003,-8391,32767,1
6981,1004,-8021,32767,1
6982,1005,-7650,32767,1
6983,1006,-7277,32767,1
6984,1007,-6903,32767,1
6985,1008,-6527,32767,1
6986,1009,-6150,32767,1
6987,1010,-5772,32767,1
6988,1011,-5392,32767,1
6989,1012,-5012,32767,1
6990,1013,-4630,32767,1
6991,1014,-4248,32767,1
6992,1015,-3864,32767,1
6993,1016,-3480,32767,1
6994,1017,-3095,32767,1
6995,1018,-2710,32767,1
6996,1019,-2324,32767,1
6997,1020,-1937,32767,1
6998,1021,-1550,32767,1
6999,1022,-1163,32767,1
7000,1023,-775,32767,1
7001,1,-388,32767,1
7002,2,388,145,1
7003,3,775,290,1
7004,4,1163,436,1
7005,5,1550,581,1
7006,6,1937,726,0
7007,7,2324,871,0
7008,8,2710,1016,0
7009,9,3095,1160,1
7010,10,3480,1305,1
7011,11,3864,1449,1
7012,12,4248,1593,0
7013,13,4630,1736,0
7014,14,5012,1879,0
7015,15,5392,2022,1
7016,16,5772,2164,1
7017,17,6150,2306,1
7018,18,6527,2447,0
7019,19,6903,2588,0
7020,20,7277,2728,0
7021,21,7650,2868,1
7022,22,8021,3007,1
7023,23,8391,3146,1
7024,24,8758,3284,1
7025,25,9125,3421,0
7026,26,9489,3558,0
7027,27,9851,3694,0
7028,28,10211,3829,1
7029,29,10570,3963,1
7030,30,10926,4097,1
7031,31,11280,4230,0
7032,32,11632,4362,0
7033,33,11981,4492,1
7034,34,12328,4623,1
7035,35,12672,4752,1
7036,36,13014,4880,0
7037,37,13353,5007,0
7038,38,13690,5133,0
7039,39,14024,5259,1
7040,40,14355,5383,1
7041,41,14683,5506,1
7042,43,15009,5628,1
7043,44,15650,5868,0
7044,45,15966,5987,0
7045,46,16279,6104,1
7046,47,16589,6220,1
7047,48,16896,6336,1
7048,49,17199,6449,0
7049,50,17499,6562,0
